death_no,episode,killer,killers_house,location,method,name,season,count
813,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
814,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
815,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
816,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Peasant,6,1
817,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Peasant,6,1
819,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Peasant,6,1
820,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Peasant,6,1
821,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
822,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
823,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
824,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
825,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
826,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
827,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
828,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
829,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
830,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
831,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
832,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
833,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
834,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
835,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
836,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
837,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
838,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
839,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
840,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
841,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
842,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
843,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
844,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
845,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
846,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
847,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
848,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
849,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
850,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
851,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
852,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
853,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
854,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
855,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
856,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
857,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
858,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
859,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
860,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
861,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
862,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
863,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
864,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
865,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
866,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
867,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
868,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
869,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Faith Militant Brother,6,1
870,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
871,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
872,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
873,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
874,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
875,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
876,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
877,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
878,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
879,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
880,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
881,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
882,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
883,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
884,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
885,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
886,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
887,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
888,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
889,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
890,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
891,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
892,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
893,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
894,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
895,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
896,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
897,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
898,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
899,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
900,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
901,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
902,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
903,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
904,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
905,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
906,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
907,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
908,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
909,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
910,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
911,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
912,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
913,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
914,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
915,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
916,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
917,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
918,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
919,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
920,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
921,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
922,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
923,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
924,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
925,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
926,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
927,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
928,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
929,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
930,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
931,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
932,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
933,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
934,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
935,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
936,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
937,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
938,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
939,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
940,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
941,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
942,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
943,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
944,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
945,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
946,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
947,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
948,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
949,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
950,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
951,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
952,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
953,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
954,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
955,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
956,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
957,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
958,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
959,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
960,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
961,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
962,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
963,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
964,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
965,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
966,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
967,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
968,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
969,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
970,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
971,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Margaery Tyrell,6,1
972,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Mace Tyrell,6,1
973,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Loras Tyrell,6,1
974,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,Kevan Lannister,6,1
975,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
976,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
977,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
978,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
979,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
980,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
981,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
982,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
983,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
984,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
985,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
986,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
987,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
988,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
989,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
990,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
991,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
992,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
993,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
994,10,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,6,1
998,10,Arya Stark,House Stark,The Twins,Knife,Walder Frey,6,1
999,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1000,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1001,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1002,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1003,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1004,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1005,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1006,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1007,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1008,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1009,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1010,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1011,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1012,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1013,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1014,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1015,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1016,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1017,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1018,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1019,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1020,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1021,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1022,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1023,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1024,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1025,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1026,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1027,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1028,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1029,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1030,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1031,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1032,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1033,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1034,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1035,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1036,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1037,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1038,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1039,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1040,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1041,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1042,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1043,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1044,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1045,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1046,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1047,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1048,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1049,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1050,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1051,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1052,1,Arya Stark,House Stark,The Twins,Poison,Frey family member,7,1
1053,2,Euron Greyjoy,House Greyjoy,The Narrow Sea,Axe,Greyjoy Soldier,7,1
1064,2,Euron Greyjoy,House Greyjoy,The Narrow Sea,Axe,Greyjoy Soldier,7,1
1072,2,Euron Greyjoy,House Greyjoy,The Narrow Sea,Axe,Greyjoy Soldier,7,1
1078,2,Euron Greyjoy,House Greyjoy,The Narrow Sea,Axe,Greyjoy Soldier,7,1
1079,2,Euron Greyjoy,House Greyjoy,The Narrow Sea,Axe,Greyjoy Soldier,7,1
1055,2,Greyjoy Soldier,House Greyjoy,The Narrow Sea,Axe,Greyjoy Soldier,7,1
1056,2,Greyjoy Soldier,House Greyjoy,The Narrow Sea,Axe,Greyjoy Soldier,7,1
1081,2,Greyjoy Soldier,House Greyjoy,The Narrow Sea,Knife,Greyjoy Soldier,7,1
1054,2,Greyjoy Soldier,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1057,2,Theon Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1058,2,Theon Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1060,2,Theon Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1068,2,Theon Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1069,2,Theon Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1080,2,Theon Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1059,2,Yara Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1061,2,Yara Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1062,2,Yara Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1065,2,Yara Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1066,2,Yara Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1070,2,Yara Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1071,2,Yara Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1077,2,Yara Greyjoy,House Greyjoy,The Narrow Sea,Sword,Greyjoy Soldier,7,1
1075,2,Euron Greyjoy,House Greyjoy,The Narrow Sea,Spear,Obara Sand,7,1
1067,2,Tyene Sand,Sand Snakes,The Narrow Sea,Knife,Greyjoy Soldier,7,1
1073,2,Tyene Sand,Sand Snakes,The Narrow Sea,Knife,Greyjoy Soldier,7,1
1074,2,Tyene Sand,Sand Snakes,The Narrow Sea,Knife,Greyjoy Soldier,7,1
1083,3,Lannister soldier,House Lannister,Casterly Rock,Arrow,Unsullied Soldier,7,1
1084,3,Lannister soldier,House Lannister,Casterly Rock,Arrow,Unsullied Soldier,7,1
1085,3,Lannister soldier,House Lannister,Casterly Rock,Arrow,Unsullied Soldier,7,1
1086,3,Lannister soldier,House Lannister,Casterly Rock,Arrow,Unsullied Soldier,7,1
1088,3,Lannister soldier,House Lannister,Casterly Rock,Arrow,Unsullied Soldier,7,1
1089,3,Lannister soldier,House Lannister,Casterly Rock,Arrow,Unsullied Soldier,7,1
1090,3,Lannister soldier,House Lannister,Casterly Rock,Arrow,Unsullied Soldier,7,1
1094,3,Lannister soldier,House Lannister,Casterly Rock,Sword,Unsullied Soldier,7,1
1096,3,Lannister soldier,House Lannister,Casterly Rock,Sword,Unsullied Soldier,7,1
1104,3,Jaime Lannister,House Lannister,Highgarden,Poison,Olenna Tyrell,7,1
1082,3,Cersei Lannister,House Lannister,King's Landing,Poison,Ellaria Sand,7,1
1091,3,Unsullied Soldier,House Targaryen,Casterly Rock,Knife,Lannister soldier,7,1
1095,3,Unsullied Soldier,House Targaryen,Casterly Rock,Knife,Lannister soldier,7,1
1098,3,Grey Worm,House Targaryen,Casterly Rock,Spear,Lannister soldier,7,1
1099,3,Grey Worm,House Targaryen,Casterly Rock,Spear,Lannister soldier,7,1
1100,3,Grey Worm,House Targaryen,Casterly Rock,Spear,Lannister soldier,7,1
1101,3,Grey Worm,House Targaryen,Casterly Rock,Spear,Lannister soldier,7,1
1102,3,Grey Worm,House Targaryen,Casterly Rock,Spear,Lannister soldier,7,1
1103,3,Grey Worm,House Targaryen,Casterly Rock,Spear,Lannister soldier,7,1
1093,3,Unsullied Soldier,House Targaryen,Casterly Rock,Spear,Lannister soldier,7,1
1097,3,Unsullied Soldier,House Targaryen,Casterly Rock,Spear,Lannister soldier,7,1
1144,4,Lannister soldier,House Lannister,Roseroad,Arrow,Dothraki man,7,1
1145,4,Lannister soldier,House Lannister,Roseroad,Arrow,Dothraki man,7,1
1134,4,Lannister soldier,House Lannister,Roseroad,Spear,Dothraki man,7,1
1141,4,Lannister soldier,House Lannister,Roseroad,Spear,Dothraki man,7,1
1298,4,Bronn,House Lannister,Roseroad,Sword,Dothraki man,7,1
1299,4,Bronn,House Lannister,Roseroad,Sword,Dothraki man,7,1
1297,4,Dickon Tarly,House Lannister,Roseroad,Sword,Dothraki man,7,1
1292,4,Jaime Lannister,House Lannister,Roseroad,Sword,Dothraki man,7,1
1294,4,Jaime Lannister,House Lannister,Roseroad,Sword,Dothraki man,7,1
1295,4,Jaime Lannister,House Lannister,Roseroad,Sword,Dothraki man,7,1
1146,4,Lannister soldier,House Lannister,Roseroad,Sword,Dothraki man,7,1
1135,4,Dothraki man,House Targaryen,Roseroad,Arakh,Lannister soldier,7,1
1136,4,Dothraki man,House Targaryen,Roseroad,Arakh,Lannister soldier,7,1
1137,4,Dothraki man,House Targaryen,Roseroad,Arakh,Lannister soldier,7,1
1138,4,Dothraki man,House Targaryen,Roseroad,Arakh,Lannister soldier,7,1
1139,4,Dothraki man,House Targaryen,Roseroad,Arakh,Lannister soldier,7,1
1140,4,Dothraki man,House Targaryen,Roseroad,Arakh,Lannister soldier,7,1
1293,4,Dothraki man,House Targaryen,Roseroad,Arakh,Lannister soldier,7,1
1296,4,Dothraki man,House Targaryen,Roseroad,Arakh,Lannister soldier,7,1
1301,4,Dothraki man,House Targaryen,Roseroad,Arakh,Lannister soldier,7,1
1302,4,Dothraki man,House Targaryen,Roseroad,Arakh,Lannister soldier,7,1
1142,4,Dothraki man,House Targaryen,Roseroad,Arrow,Lannister soldier,7,1
1143,4,Dothraki man,House Targaryen,Roseroad,Arrow,Lannister soldier,7,1
1308,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Horse,7,1
1309,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Horse,7,1
1105,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1106,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1107,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1108,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1109,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1110,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1111,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1112,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1113,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1114,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1115,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
1116,4,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,7,1
